d_code;d_name;s_name;s_value
287;Open wound of the mouth;Bleeding in mouth;18
287;Open wound of the mouth;Tongue bleeding;18
287;Open wound of the mouth;Mouth pain;13
287;Open wound of the mouth;Peripheral edema;13
287;Open wound of the mouth;Neck swelling;7
287;Open wound of the mouth;Gum pain;7
287;Open wound of the mouth;Sneezing;7
287;Open wound of the mouth;Mouth ulcer;7
288;Scleroderma;Skin lesion;53
288;Scleroderma;Skin rash;53
288;Scleroderma;Skin dryness, peeling, scaliness, or roughness;42
288;Scleroderma;Abnormal appearing skin;35
288;Scleroderma;Itching of skin;32
288;Scleroderma;Skin growth;30
288;Scleroderma;Lip swelling;15
288;Scleroderma;Skin irritation;13
288;Scleroderma;Warts;13
288;Scleroderma;Feeling ill;10
288;Scleroderma;Irregular appearing scalp;10
288;Scleroderma;Acne or pimples;10
289;Myasthenia gravis;Double vision;50
289;Myasthenia gravis;Weakness;48
289;Myasthenia gravis;Fatigue;36
289;Myasthenia gravis;Abnormal movement of eyelid;28
289;Myasthenia gravis;Dizziness;28
289;Myasthenia gravis;Focal weakness;28
289;Myasthenia gravis;Headache;24
289;Myasthenia gravis;Shortness of breath;24
289;Myasthenia gravis;Diminished vision;24
289;Myasthenia gravis;Slurring words;19
289;Myasthenia gravis;Arm weakness;14
289;Myasthenia gravis;Coughing up sputum;14
290;Hypoglycemia;Depressive or psychotic symptoms;49
290;Hypoglycemia;Weakness;45
290;Hypoglycemia;Dizziness;39
290;Hypoglycemia;Fainting;27
290;Hypoglycemia;Nausea;25
290;Hypoglycemia;Seizures;21
290;Hypoglycemia;Abnormal involuntary movements;17
290;Hypoglycemia;Decreased appetite;14
290;Hypoglycemia;Feeling ill;13
290;Hypoglycemia;Sweating;11
290;Hypoglycemia;Sleepiness;10
290;Hypoglycemia;Problems with movement;9
291;Idiopathic absence of menstruation;Absence of menstruation;78
291;Idiopathic absence of menstruation;Sharp abdominal pain;36
291;Idiopathic absence of menstruation;Unpredictable menstruation;36
291;Idiopathic absence of menstruation;Nausea;24
291;Idiopathic absence of menstruation;Pelvic pain;20
291;Idiopathic absence of menstruation;Long menstrual periods;18
291;Idiopathic absence of menstruation;Vaginal discharge;16
291;Idiopathic absence of menstruation;Lower abdominal pain;16
291;Idiopathic absence of menstruation;Pain or soreness of breast;11
291;Idiopathic absence of menstruation;Weight gain;9
291;Idiopathic absence of menstruation;Vaginal itching;9
291;Idiopathic absence of menstruation;Heartburn;6
292;Dislocation of the ankle;Ankle pain;86
292;Dislocation of the ankle;Ankle swelling;56
292;Dislocation of the ankle;Foot or toe pain;38
292;Dislocation of the ankle;Eye strain;3
292;Dislocation of the ankle;Elbow weakness;3
292;Dislocation of the ankle;Elbow cramps or spasms;3
292;Dislocation of the ankle;Wrist weakness;3
292;Dislocation of the ankle;Feeling hot and cold;3
292;Dislocation of the ankle;Low back weakness;3
292;Dislocation of the ankle;Underweight;3
292;Dislocation of the ankle;Emotional symptoms;3
292;Dislocation of the ankle;Muscle swelling;3
293;Carbon monoxide poisoning;Headache;81
293;Carbon monoxide poisoning;Nausea;72
293;Carbon monoxide poisoning;Dizziness;53
293;Carbon monoxide poisoning;Vomiting;42
293;Carbon monoxide poisoning;Diarrhea;27
293;Carbon monoxide poisoning;Depressive or psychotic symptoms;27
293;Carbon monoxide poisoning;Sleepiness;27
293;Carbon monoxide poisoning;Frontal headache;27
293;Carbon monoxide poisoning;Fainting;27
293;Carbon monoxide poisoning;Low back weakness;2
293;Carbon monoxide poisoning;Emotional symptoms;2
293;Carbon monoxide poisoning;Elbow cramps or spasms;2
294;Panic attack;Shortness of breath;77
294;Panic attack;Dizziness;67
294;Panic attack;Sharp chest pain;67
294;Panic attack;Loss of sensation;64
294;Panic attack;Breathing fast;55
294;Panic attack;Anxiety and nervousness;55
294;Panic attack;Fainting;48
294;Panic attack;Chest tightness;48
294;Panic attack;Difficulty breathing;48
294;Panic attack;Irregular heartbeat;41
294;Panic attack;Headache;41
294;Panic attack;Weakness;31
295;Plantar fasciitis;Foot or toe pain;95
295;Plantar fasciitis;Ankle pain;36
295;Plantar fasciitis;Knee pain;24
295;Plantar fasciitis;Ankle swelling;13
295;Plantar fasciitis;Problems with movement;10
295;Plantar fasciitis;Foot or toe swelling;10
295;Plantar fasciitis;Lower body pain;7
295;Plantar fasciitis;Bones are painful;7
295;Plantar fasciitis;Change in skin mole size or color;4
295;Plantar fasciitis;Foot or toe cramps or spasms;4
295;Plantar fasciitis;Itchy scalp;4
295;Plantar fasciitis;Muscle pain;4
296;Hyperopia;Diminished vision;70
296;Hyperopia;Symptoms of eye;24
296;Hyperopia;Abnormal movement of eyelid;24
296;Hyperopia;Itchiness of eye;21
296;Hyperopia;Pain in eye;21
296;Hyperopia;Eye deviation;21
296;Hyperopia;Spots or clouds in vision;17
296;Hyperopia;Eye redness;14
296;Hyperopia;Eye moves abnormally;5
296;Hyperopia;Blindness;5
296;Hyperopia;Neck cramps or spasms;5
296;Hyperopia;Difficulty speaking;5
297;Poisoning due to sedatives;Depressive or psychotic symptoms;68
297;Poisoning due to sedatives;Sleepiness;31
297;Poisoning due to sedatives;Depression;27
297;Poisoning due to sedatives;Insomnia;21
297;Poisoning due to sedatives;Abusing alcohol;21
297;Poisoning due to sedatives;Delusions or hallucinations;15
297;Poisoning due to sedatives;Drug abuse;15
297;Poisoning due to sedatives;Problems with movement;8
297;Poisoning due to sedatives;Hostile behavior;8
297;Poisoning due to sedatives;Slurring words;8
297;Poisoning due to sedatives;Excessive anger;8
297;Poisoning due to sedatives;Disturbance of memory;8
298;Pemphigus;Skin lesion;54
298;Pemphigus;Skin rash;54
298;Pemphigus;Abnormal appearing skin;47
298;Pemphigus;Itching of skin;22
298;Pemphigus;Skin irritation;22
298;Pemphigus;Irregular appearing scalp;22
298;Pemphigus;Arm pain;22
298;Pemphigus;Mouth ulcer;22
298;Pemphigus;Foot or toe pain;22
298;Pemphigus;Peripheral edema;22
298;Pemphigus;Mouth pain;22
298;Pemphigus;Hand or finger pain;22
299;Peyronie disease;Impotence;67
299;Peyronie disease;Penis pain;58
299;Peyronie disease;Symptoms of prostate;34
299;Peyronie disease;Mass in scrotum;20
299;Peyronie disease;Frequent urination;20
299;Peyronie disease;Sweating;20
299;Peyronie disease;Infertility;20
299;Peyronie disease;Lower abdominal pain;20
299;Peyronie disease;Blood in urine;20
299;Peyronie disease;Warts;20
299;Peyronie disease;Bumps on penis;20
299;Peyronie disease;Emotional symptoms;1
300;Hiatal hernia;Sharp abdominal pain;63
300;Hiatal hernia;Sharp chest pain;48
300;Hiatal hernia;Nausea;45
300;Hiatal hernia;Vomiting;43
300;Hiatal hernia;Difficulty in swallowing;43
300;Hiatal hernia;Burning abdominal pain;40
300;Hiatal hernia;Dizziness;29
300;Hiatal hernia;Heartburn;27
300;Hiatal hernia;Back pain;25
300;Hiatal hernia;Upper abdominal pain;23
300;Hiatal hernia;Vomiting blood;18
300;Hiatal hernia;Regurgitation;16
301;Extrapyramidal effect of drugs;Abnormal involuntary movements;66
301;Extrapyramidal effect of drugs;Seizures;41
301;Extrapyramidal effect of drugs;Anxiety and nervousness;31
301;Extrapyramidal effect of drugs;Disturbance of memory;25
301;Extrapyramidal effect of drugs;Nausea;25
301;Extrapyramidal effect of drugs;Cramps and spasms;25
301;Extrapyramidal effect of drugs;Problems with movement;25
301;Extrapyramidal effect of drugs;Headache;25
301;Extrapyramidal effect of drugs;Delusions or hallucinations;18
301;Extrapyramidal effect of drugs;Restlessness;18
301;Extrapyramidal effect of drugs;Neck stiffness or tightness;18
301;Extrapyramidal effect of drugs;Arm stiffness or tightness;10
302;Meniere disease;Dizziness;84
302;Meniere disease;Diminished hearing;66
302;Meniere disease;Ringing in ear;52
302;Meniere disease;Plugged feeling in ear;36
302;Meniere disease;Ear pain;36
302;Meniere disease;Nausea;31
302;Meniere disease;Headache;25
302;Meniere disease;Allergic reaction;18
302;Meniere disease;Heartburn;10
302;Meniere disease;Impotence;10
302;Meniere disease;Facial pain;10
302;Meniere disease;Bleeding from ear;10
303;Anal fissure;Rectal bleeding;80
303;Anal fissure;Pain of the anus;75
303;Anal fissure;Blood in stool;65
303;Anal fissure;Constipation;44
303;Anal fissure;Sharp abdominal pain;33
303;Anal fissure;Changes in stool appearance;20
303;Anal fissure;Lower body pain;11
303;Anal fissure;Irregular belly button;6
303;Anal fissure;Cramps and spasms;6
303;Anal fissure;Vaginal dryness;6
303;Anal fissure;Symptoms of prostate;6
303;Anal fissure;Itchiness of eye;6
304;Allergy;Skin rash;85
304;Allergy;Allergic reaction;65
304;Allergy;Itching of skin;61
304;Allergy;Peripheral edema;28
304;Allergy;Abnormal appearing skin;27
304;Allergy;Cough;26
304;Allergy;Swollen eye;24
304;Allergy;Lip swelling;20
304;Allergy;Skin swelling;13
304;Allergy;Itchiness of eye;10
304;Allergy;Fluid retention;9
304;Allergy;Swollen tongue;9
305;Chronic otitis media;Redness in ear;68
305;Chronic otitis media;Ear pain;63
305;Chronic otitis media;Nasal congestion;50
305;Chronic otitis media;Cough;48
305;Chronic otitis media;Diminished hearing;48
305;Chronic otitis media;Fever;45
305;Chronic otitis media;Fluid in ear;40
305;Chronic otitis media;Plugged feeling in ear;27
305;Chronic otitis media;Pulling at ears;20
305;Chronic otitis media;Allergic reaction;14
305;Chronic otitis media;Painful sinuses;11
305;Chronic otitis media;Bleeding from ear;11
306;Fracture of the finger;Hand or finger pain;69
306;Fracture of the finger;Foot or toe pain;54
306;Fracture of the finger;Hand or finger swelling;35
306;Fracture of the finger;Foot or toe swelling;14
306;Fracture of the finger;Hand or finger stiffness or tightness;6
307;Hirschsprung disease;Constipation;86
307;Hirschsprung disease;Ankle pain;41
307;Hirschsprung disease;Vomiting;41
307;Hirschsprung disease;Sharp abdominal pain;41
307;Hirschsprung disease;Wrist weakness;3
307;Hirschsprung disease;Elbow weakness;3
307;Hirschsprung disease;Eye strain;3
307;Hirschsprung disease;Feeling hot and cold;3
307;Hirschsprung disease;Nailbiting;3
307;Hirschsprung disease;Low back weakness;3
307;Hirschsprung disease;Emotional symptoms;3
307;Hirschsprung disease;Underweight;3
308;Polymyalgia rheumatica;Fatigue;47
308;Polymyalgia rheumatica;Shoulder pain;42
308;Polymyalgia rheumatica;Leg pain;36
308;Polymyalgia rheumatica;Ache all over;36
308;Polymyalgia rheumatica;Sharp chest pain;30
308;Polymyalgia rheumatica;Muscle pain;22
308;Polymyalgia rheumatica;Hip pain;22
308;Polymyalgia rheumatica;Irregular heartbeat;22
308;Polymyalgia rheumatica;Leg weakness;12
308;Polymyalgia rheumatica;Stiffness all over;12
308;Polymyalgia rheumatica;Difficulty in swallowing;12
308;Polymyalgia rheumatica;Temper problems;12
309;Lymphedema;Skin lesion;56
309;Lymphedema;Leg swelling;49
309;Lymphedema;Peripheral edema;45
309;Lymphedema;Leg pain;37
309;Lymphedema;Abnormal appearing skin;25
309;Lymphedema;Fluid retention;17
309;Lymphedema;Skin on leg or foot looks infected;11
309;Lymphedema;Lymphedema;11
309;Lymphedema;Foot or toe swelling;8
309;Lymphedema;Skin dryness, peeling, scaliness, or roughness;8
309;Lymphedema;Neck mass;4
309;Lymphedema;Throat swelling;4
310;Bladder cancer;Blood in urine;44
310;Bladder cancer;Retention of urine;18
310;Bladder cancer;Symptoms of bladder;14
310;Bladder cancer;Bladder mass;9
310;Bladder cancer;Excessive urination at night;7
310;Bladder cancer;Groin mass;5
310;Bladder cancer;Kidney mass;2
310;Bladder cancer;Penis redness;2
310;Bladder cancer;Symptoms of prostate;2
310;Bladder cancer;Mass in scrotum;2
310;Bladder cancer;Penile discharge;2
310;Bladder cancer;Pain during intercourse;2
311;Acute bronchospasm;Cough;89
311;Acute bronchospasm;Shortness of breath;74
311;Acute bronchospasm;Wheezing;63
311;Acute bronchospasm;Fever;59
311;Acute bronchospasm;Difficulty breathing;58
311;Acute bronchospasm;Nasal congestion;57
311;Acute bronchospasm;Sharp chest pain;40
311;Acute bronchospasm;Sore throat;33
311;Acute bronchospasm;Coryza;31
311;Acute bronchospasm;Vomiting;26
311;Acute bronchospasm;Headache;26
311;Acute bronchospasm;Chest tightness;22
312;Acute glaucoma;Diminished vision;62
312;Acute glaucoma;Pain in eye;41
312;Acute glaucoma;Symptoms of eye;36
312;Acute glaucoma;Eye redness;28
312;Acute glaucoma;Spots or clouds in vision;22
312;Acute glaucoma;Foreign body sensation in eye;18
312;Acute glaucoma;Itchiness of eye;18
312;Acute glaucoma;Blindness;10
312;Acute glaucoma;Lacrimation;5
312;Acute glaucoma;Double vision;5
312;Acute glaucoma;Eye burns or stings;5
313;Open wound of the chest;Sharp chest pain;29
313;Open wound of the chest;Drug abuse;12
313;Open wound of the chest;Lip swelling;12
314;Dislocation of the patella;Knee pain;90
314;Dislocation of the patella;Knee swelling;22
314;Dislocation of the patella;Fluid retention;12
314;Dislocation of the patella;Problems during pregnancy;12
314;Dislocation of the patella;Knee stiffness or tightness;12
315;Sciatica;Back pain;81
315;Sciatica;Leg pain;81
315;Sciatica;Low back pain;76
315;Sciatica;Hip pain;56
315;Sciatica;Lower body pain;49
315;Sciatica;Loss of sensation;28
315;Sciatica;Problems with movement;11
315;Sciatica;Paresthesia;11
315;Sciatica;Leg weakness;6
315;Sciatica;Back cramps or spasms;4
315;Sciatica;Leg cramps or spasms;3
315;Sciatica;Unusual color or odor to urine;2
316;Hypercalcemia;Weakness;39
316;Hypercalcemia;Dizziness;28
316;Hypercalcemia;Loss of sensation;20
316;Hypercalcemia;Feeling ill;11
316;Hypercalcemia;Hand or finger weakness;11
316;Hypercalcemia;Allergic reaction;11
316;Hypercalcemia;Arm cramps or spasms;11
316;Hypercalcemia;Focal weakness;11
316;Hypercalcemia;Retention of urine;11
316;Hypercalcemia;Delusions or hallucinations;11
316;Hypercalcemia;Irregular appearing nails;11
316;Hypercalcemia;Leg weakness;11
317;Stress incontinence;Involuntary urination;90
317;Stress incontinence;Frequent urination;42
317;Stress incontinence;Painful urination;23
317;Stress incontinence;Symptoms of bladder;23
317;Stress incontinence;Blood in urine;18
317;Stress incontinence;Retention of urine;15
317;Stress incontinence;Suprapubic pain;15
317;Stress incontinence;Hot flashes;12
317;Stress incontinence;Pelvic pain;12
317;Stress incontinence;Excessive urination at night;12
317;Stress incontinence;Weight gain;8
317;Stress incontinence;Intermenstrual bleeding;8
318;Varicose veins;Skin lesion;65
318;Varicose veins;Leg pain;50
318;Varicose veins;Peripheral edema;26
318;Varicose veins;Ache all over;24
318;Varicose veins;Lymphedema;22
318;Varicose veins;Leg swelling;20
318;Varicose veins;Leg cramps or spasms;6
318;Varicose veins;Skin on leg or foot looks infected;6
318;Varicose veins;Leg lump or mass;5
319;Benign kidney cyst;Side pain;60
319;Benign kidney cyst;Sharp abdominal pain;57
319;Benign kidney cyst;Blood in urine;49
319;Benign kidney cyst;Vomiting;44
319;Benign kidney cyst;Back pain;44
319;Benign kidney cyst;Low back pain;32
319;Benign kidney cyst;Involuntary urination;23
319;Benign kidney cyst;Symptoms of the kidneys;23
319;Benign kidney cyst;Drainage in throat;13
319;Benign kidney cyst;Impotence;13
319;Benign kidney cyst;Symptoms of prostate;13
319;Benign kidney cyst;Decreased appetite;13
320;Hydrocele of the testicle;Swelling of scrotum;75
320;Hydrocele of the testicle;Pain in testicles;68
320;Hydrocele of the testicle;Groin pain;38
320;Hydrocele of the testicle;Mass in scrotum;29
320;Hydrocele of the testicle;Lower abdominal pain;23
320;Hydrocele of the testicle;Retention of urine;19
320;Hydrocele of the testicle;Groin mass;15
320;Hydrocele of the testicle;Excessive urination at night;11
320;Hydrocele of the testicle;Blood in urine;11
320;Hydrocele of the testicle;Symptoms of the scrotum and testes;11
320;Hydrocele of the testicle;Skin growth;11
320;Hydrocele of the testicle;Impotence;11
321;Degenerative disc disease;Back pain;78
321;Degenerative disc disease;Low back pain;77
321;Degenerative disc disease;Leg pain;61
321;Degenerative disc disease;Neck pain;60
321;Degenerative disc disease;Hip pain;31
321;Degenerative disc disease;Shoulder pain;29
321;Degenerative disc disease;Ache all over;29
321;Degenerative disc disease;Loss of sensation;27
321;Degenerative disc disease;Arm pain;22
321;Degenerative disc disease;Lower body pain;15
321;Degenerative disc disease;Paresthesia;12
321;Degenerative disc disease;Joint pain;7
322;Hirsutism;Unwanted hair;82
322;Hirsutism;Unpredictable menstruation;32
322;Hirsutism;Acne or pimples;32
322;Hirsutism;Fatigue;23
322;Hirsutism;Infertility;23
322;Hirsutism;Abnormal appearing skin;23
322;Hirsutism;Weight gain;23
322;Hirsutism;Warts;23
322;Hirsutism;Skin moles;23
322;Hirsutism;Too little hair;13
322;Hirsutism;Heavy menstrual flow;13
322;Hirsutism;Apnea;13
323;Dislocation of the foot;Foot or toe pain;78
323;Dislocation of the foot;Vomiting;37
323;Dislocation of the foot;Ankle pain;37
323;Dislocation of the foot;Knee weakness;37
323;Dislocation of the foot;Elbow weakness;3
323;Dislocation of the foot;Elbow cramps or spasms;3
323;Dislocation of the foot;Eye strain;3
323;Dislocation of the foot;Low back weakness;3
323;Dislocation of the foot;Wrist weakness;3
323;Dislocation of the foot;Underweight;3
323;Dislocation of the foot;Feeling hot and cold;3
323;Dislocation of the foot;Muscle swelling;3
324;Hydronephrosis;Side pain;67
324;Hydronephrosis;Sharp abdominal pain;56
324;Hydronephrosis;Back pain;39
324;Hydronephrosis;Nausea;34
324;Hydronephrosis;Vomiting;32
324;Hydronephrosis;Blood in urine;23
324;Hydronephrosis;Suprapubic pain;23
